NHGISCODE,GJOIN1970,GJOIN1980,GJOIN1990,GJOIN2000,GJOIN2010,GJOIN2012,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2012,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA125,AV0AA125M
"G4100510000402","G4100510000402","G4100510000402","G4100510000402","G4100510000402","G4100510000402","G4100510000402","Oregon","41","410","Multnomah County","051","0510","000402","Tract    4.02","State: 41 County: 051 Tract: 4.02","Tract 4.02","Census Tract 4.02","Census Tract 4.02","Census Tract 4.02, Multnomah County, Oregon",3445,3353,3369,3427,3477,3445,171
"G4100510000501","G4100510000501","G4100510000501","G4100510000501","G4100510000501","G4100510000501","G4100510000501","Oregon","41","410","Multnomah County","051","0510","000501","Tract    5.01","State: 41 County: 051 Tract: 5.01","Tract 5.01","Census Tract 5.01","Census Tract 5.01","Census Tract 5.01, Multnomah County, Oregon",3632,3409,3577,3667,3732,3759,284
"G4100510000502","G4100510000502","G4100510000502","G4100510000502","G4100510000502","G4100510000502","G4100510000502","Oregon","41","410","Multnomah County","051","0510","000502","Tract    5.02","State: 41 County: 051 Tract: 5.02","Tract 5.02","Census Tract 5.02","Census Tract 5.02","Census Tract 5.02, Multnomah County, Oregon",3929,3802,4037,4297,4561,4581,344
"G4100510000601","G4100510000601","G4100510000601","G4100510000601","G4100510000601","G4100510000601","G4100510000601","Oregon","41","410","Multnomah County","051","0510","000601","Tract    6.01","State: 41 County: 051 Tract: 6.01","Tract 6.01","Census Tract 6.01","Census Tract 6.01","Census Tract 6.01, Multnomah County, Oregon",5071,4362,4325,4936,5368,5534,394
"G4100510000602","G4100510000602","G4100510000602","G4100510000602","G4100510000602","G4100510000602","G4100510000602","Oregon","41","410","Multnomah County","051","0510","000602","Tract    6.02","State: 41 County: 051 Tract: 6.02","Tract 6.02","Census Tract 6.02","Census Tract 6.02","Census Tract 6.02, Multnomah County, Oregon",4301,4211,4254,4759,5119,5369,407
"G4100510000701","G4100510000701","G4100510000701","G4100510000701","G4100510000701","G4100510000701","G4100510000701","Oregon","41","410","Multnomah County","051","0510","000701","Tract    7.01","State: 41 County: 051 Tract: 7.01","Tract 7.01","Census Tract 7.01","Census Tract 7.01","Census Tract 7.01, Multnomah County, Oregon",4456,4340,4541,4396,4254,4479,398
"G4100510000702","G4100510000702","G4100510000702","G4100510000702","G4100510000702","G4100510000702","G4100510000702","Oregon","41","410","Multnomah County","051","0510","000702","Tract    7.02","State: 41 County: 051 Tract: 7.02","Tract 7.02","Census Tract 7.02","Census Tract 7.02","Census Tract 7.02, Multnomah County, Oregon",4605,4205,4300,4923,4758,4556,322
"G4100510000801","G4100510000801","G4100510000801","G4100510000801","G4100510000801","G4100510000801","G4100510000801","Oregon","41","410","Multnomah County","051","0510","000801","Tract    8.01","State: 41 County: 051 Tract: 8.01","Tract 8.01","Census Tract 8.01","Census Tract 8.01","Census Tract 8.01, Multnomah County, Oregon",5031,4484,4550,4556,4518,4409,346
"G4100510000802","G4100510000802","G4100510000802","G4100510000802","G4100510000802","G4100510000802","G4100510000802","Oregon","41","410","Multnomah County","051","0510","000802","Tract    8.02","State: 41 County: 051 Tract: 8.02","Tract 8.02","Census Tract 8.02","Census Tract 8.02","Census Tract 8.02, Multnomah County, Oregon",4604,4311,4462,4600,4526,4667,234
"G4100510000901","G4100510000901","G4100510000901","G4100510000901","G4100510000901","G4100510000901","G4100510000901","Oregon","41","410","Multnomah County","051","0510","000901","Tract    9.01","State: 41 County: 051 Tract: 9.01","Tract 9.01","Census Tract 9.01","Census Tract 9.01","Census Tract 9.01, Multnomah County, Oregon",4713,4022,4043,3788,3890,3625,263
"G4100510000902","G4100510000902","G4100510000902","G4100510000902","G4100510000902","G4100510000902","G4100510000902","Oregon","41","410","Multnomah County","051","0510","000902","Tract    9.02","State: 41 County: 051 Tract: 9.02","Tract 9.02","Census Tract 9.02","Census Tract 9.02","Census Tract 9.02, Multnomah County, Oregon",3491,3942,4196,4458,4482,4538,403
"G4100510001000","G41005100010","G41005100010","G41005100010","G4100510001000","G4100510001000","G4100510001000","Oregon","41","410","Multnomah County","051","0510","001000","Tract   10","State: 41 County: 051 Tract: 10","Tract 10","Census Tract 10","Census Tract 10","Census Tract 10, Multnomah County, Oregon",6032,5519,5369,5213,5353,5324,489
"G4100510001101","G4100510001101","G4100510001101","G4100510001101","G4100510001101","G4100510001101","G4100510001101","Oregon","41","410","Multnomah County","051","0510","001101","Tract   11.01","State: 41 County: 051 Tract: 11.01","Tract 11.01","Census Tract 11.01","Census Tract 11.01","Census Tract 11.01, Multnomah County, Oregon",2313,1663,1852,1915,2120,2073,242
"G4100510001102","G4100510001102","G4100510001102","G4100510001102","G4100510001102","G4100510001102","G4100510001102","Oregon","41","410","Multnomah County","051","0510","001102","Tract   11.02","State: 41 County: 051 Tract: 11.02","Tract 11.02","Census Tract 11.02","Census Tract 11.02","Census Tract 11.02, Multnomah County, Oregon",1835,1471,1331,1352,1334,1515,147
"G4100510001201","G4100510001201","G4100510001201","G4100510001201","G4100510001201","G4100510001201","G4100510001201","Oregon","41","410","Multnomah County","051","0510","001201","Tract   12.01","State: 41 County: 051 Tract: 12.01","Tract 12.01","Census Tract 12.01","Census Tract 12.01","Census Tract 12.01, Multnomah County, Oregon",4747,4387,4605,4568,4865,5235,367
"G4100510001202","G4100510001202","G4100510001202","G4100510001202","G4100510001202","G4100510001202","G4100510001202","Oregon","41","410","Multnomah County","051","0510","001202","Tract   12.02","State: 41 County: 051 Tract: 12.02","Tract 12.02","Census Tract 12.02","Census Tract 12.02","Census Tract 12.02, Multnomah County, Oregon",3592,3397,3245,2989,3232,3332,206
"G4100510001301","G4100510001301","G4100510001301","G4100510001301","G4100510001301","G4100510001301","G4100510001301","Oregon","41","410","Multnomah County","051","0510","001301","Tract   13.01","State: 41 County: 051 Tract: 13.01","Tract 13.01","Census Tract 13.01","Census Tract 13.01","Census Tract 13.01, Multnomah County, Oregon",3980,3654,3476,3621,3802,3977,295
"G4100510001302","G4100510001302","G4100510001302","G4100510001302","G4100510001302","G4100510001302","G4100510001302","Oregon","41","410","Multnomah County","051","0510","001302","Tract   13.02","State: 41 County: 051 Tract: 13.02","Tract 13.02","Census Tract 13.02","Census Tract 13.02","Census Tract 13.02, Multnomah County, Oregon",3403,3004,2839,2730,2946,2928,258
"G4100510001400","G41005100014","G41005100014","G41005100014","G4100510001400","G4100510001400","G4100510001400","Oregon","41","410","Multnomah County","051","0510","001400","Tract   14","State: 41 County: 051 Tract: 14","Tract 14","Census Tract 14","Census Tract 14","Census Tract 14, Multnomah County, Oregon",5283,4759,4800,4614,4679,4658,398
"G4100510001500","G41005100015","G41005100015","G41005100015","G4100510001500","G4100510001500","G4100510001500","Oregon","41","410","Multnomah County","051","0510","001500","Tract   15","State: 41 County: 051 Tract: 15","Tract 15","Census Tract 15","Census Tract 15","Census Tract 15, Multnomah County, Oregon",3833,3466,3452,3229,3271,3136,245
"G4100510001601","G4100510001601","G4100510001601","G4100510001601","G4100510001601","G4100510001601","G4100510001601","Oregon","41","410","Multnomah County","051","0510","001601","Tract   16.01","State: 41 County: 051 Tract: 16.01","Tract 16.01","Census Tract 16.01","Census Tract 16.01","Census Tract 16.01, Multnomah County, Oregon",6174,5416,5966,6190,5961,5925,388
"G4100510001602","G4100510001602","G4100510001602","G4100510001602","G4100510001602","G4100510001602","G4100510001602","Oregon","41","410","Multnomah County","051","0510","001602","Tract   16.02","State: 41 County: 051 Tract: 16.02","Tract 16.02","Census Tract 16.02","Census Tract 16.02","Census Tract 16.02, Multnomah County, Oregon",4663,3506,3521,3967,4376,4651,239
"G4100510001701","G4100510001701","G4100510001701","G4100510001701","G4100510001701","G4100510001701","G4100510001701","Oregon","41","410","Multnomah County","051","0510","001701","Tract   17.01","State: 41 County: 051 Tract: 17.01","Tract 17.01","Census Tract 17.01","Census Tract 17.01","Census Tract 17.01, Multnomah County, Oregon",6833,6009,6434,6451,6402,6227,520
"G4100510001702","G4100510001702","G4100510001702","G4100510001702","G4100510001702","G4100510001702","G4100510001702","Oregon","41","410","Multnomah County","051","0510","001702","Tract   17.02","State: 41 County: 051 Tract: 17.02","Tract 17.02","Census Tract 17.02","Census Tract 17.02","Census Tract 17.02, Multnomah County, Oregon",3982,3792,3629,4110,3904,4175,473
"G4100510001801","G4100510001801","G4100510001801","G4100510001801","G4100510001801","G4100510001801","G4100510001801","Oregon","41","410","Multnomah County","051","0510","001801","Tract   18.01","State: 41 County: 051 Tract: 18.01","Tract 18.01","Census Tract 18.01","Census Tract 18.01","Census Tract 18.01, Multnomah County, Oregon",3848,3572,3340,3482,4053,4354,266
"G4100510001802","G4100510001802","G4100510001802","G4100510001802","G4100510001802","G4100510001802","G4100510001802","Oregon","41","410","Multnomah County","051","0510","001802","Tract   18.02","State: 41 County: 051 Tract: 18.02","Tract 18.02","Census Tract 18.02","Census Tract 18.02","Census Tract 18.02, Multnomah County, Oregon",3180,3078,3104,3164,3364,3377,260
"G4100510001900","G41005100019","G41005100019","G41005100019","G4100510001900","G4100510001900","G4100510001900","Oregon","41","410","Multnomah County","051","0510","001900","Tract   19","State: 41 County: 051 Tract: 19","Tract 19","Census Tract 19","Census Tract 19","Census Tract 19, Multnomah County, Oregon",6372,5291,5006,4720,4859,4892,241
"G4100510002000","G41005100020","G41005100020","G41005100020","G4100510002000","G4100510002000","G4100510002000","Oregon","41","410","Multnomah County","051","0510","002000","Tract   20","State: 41 County: 051 Tract: 20","Tract 20","Census Tract 20","Census Tract 20","Census Tract 20, Multnomah County, Oregon",5782,5400,5323,5350,5358,5680,478
"G4100510002100","G41005100021","G41005100021","G41005100021","G4100510002100","G4100510002100","G4100510002100","Oregon","41","410","Multnomah County","051","0510","002100","Tract   21","State: 41 County: 051 Tract: 21","Tract 21","Census Tract 21","Census Tract 21","Census Tract 21, Multnomah County, Oregon",2551,2066,2066,2283,2577,2191,225
"G4100510002201","G4100510002201","G4100510002201","G4100510002201","G4100510002201",,,"Oregon","41","410","Multnomah County","051","0510","002201","Tract   22.01","State: 41 County: 051 Tract: 22.01","Tract 22.01","Census Tract 22.01",,,1234,416,290,350,,,
"G4100510002202","G4100510002202","G4100510002202","G4100510002202","G4100510002202",,,"Oregon","41","410","Multnomah County","051","0510","002202","Tract   22.02","State: 41 County: 051 Tract: 22.02","Tract 22.02","Census Tract 22.02",,,462,180,184,207,,,
"G4100510002203",,,,,"G4100510002203","G4100510002203","Oregon","41","410","Multnomah County","051","0510","002203",,,,,"Census Tract 22.03","Census Tract 22.03, Multnomah County, Oregon",,,,,3207,3002,296
"G4100510002301","G4100510002301","G4100510002301","G4100510002301","G4100510002301",,,"Oregon","41","410","Multnomah County","051","0510","002301","Tract   23.01","State: 41 County: 051 Tract: 23.01","Tract 23.01","Census Tract 23.01",,,2244,2318,2142,2595,,,
"G4100510002302","G4100510002302","G4100510002302","G4100510002302","G4100510002302",,,"Oregon","41","410","Multnomah County","051","0510","002302","Tract   23.02","State: 41 County: 051 Tract: 23.02","Tract 23.02","Census Tract 23.02",,,1262,1086,972,1184,,,
"G4100510002303",,,,,"G4100510002303","G4100510002303","Oregon","41","410","Multnomah County","051","0510","002303",,,,,"Census Tract 23.03","Census Tract 23.03, Multnomah County, Oregon",,,,,1996,2012,225
"G4100510002401","G4100510002401","G4100510002401","G4100510002401","G4100510002401","G4100510002401","G4100510002401","Oregon","41","410","Multnomah County","051","0510","002401","Tract   24.01","State: 41 County: 051 Tract: 24.01","Tract 24.01","Census Tract 24.01","Census Tract 24.01","Census Tract 24.01, Multnomah County, Oregon",3745,3190,2827,2782,2765,2856,161
"G4100510002402","G4100510002402","G4100510002402","G4100510002402","G4100510002402","G4100510002402","G4100510002402","Oregon","41","410","Multnomah County","051","0510","002402","Tract   24.02","State: 41 County: 051 Tract: 24.02","Tract 24.02","Census Tract 24.02","Census Tract 24.02","Census Tract 24.02, Multnomah County, Oregon",2851,2685,2728,3201,3310,3267,278
"G4100510002501","G4100510002501","G4100510002501","G4100510002501","G4100510002501","G4100510002501","G4100510002501","Oregon","41","410","Multnomah County","051","0510","002501","Tract   25.01","State: 41 County: 051 Tract: 25.01","Tract 25.01","Census Tract 25.01","Census Tract 25.01","Census Tract 25.01, Multnomah County, Oregon",5690,4914,4781,4531,4573,4584,282
"G4100510002502","G4100510002502","G4100510002502","G4100510002502","G4100510002502","G4100510002502","G4100510002502","Oregon","41","410","Multnomah County","051","0510","002502","Tract   25.02","State: 41 County: 051 Tract: 25.02","Tract 25.02","Census Tract 25.02","Census Tract 25.02","Census Tract 25.02, Multnomah County, Oregon",4080,3803,3738,3835,3872,3769,274
"G4100510002600","G41005100026","G41005100026","G41005100026","G4100510002600","G4100510002600","G4100510002600","Oregon","41","410","Multnomah County","051","0510","002600","Tract   26","State: 41 County: 051 Tract: 26","Tract 26","Census Tract 26","Census Tract 26","Census Tract 26, Multnomah County, Oregon",3187,2747,2659,2540,2689,2985,268
"G4100510002701","G4100510002701","G4100510002701","G4100510002701","G4100510002701","G4100510002701","G4100510002701","Oregon","41","410","Multnomah County","051","0510","002701","Tract   27.01","State: 41 County: 051 Tract: 27.01","Tract 27.01","Census Tract 27.01","Census Tract 27.01","Census Tract 27.01, Multnomah County, Oregon",3704,3232,3084,2950,3068,3518,175
"G4100510002702","G4100510002702","G4100510002702","G4100510002702","G4100510002702","G4100510002702","G4100510002702","Oregon","41","410","Multnomah County","051","0510","002702","Tract   27.02","State: 41 County: 051 Tract: 27.02","Tract 27.02","Census Tract 27.02","Census Tract 27.02","Census Tract 27.02, Multnomah County, Oregon",2708,2464,2433,2360,2578,2837,231
"G4100510002801","G4100510002801","G4100510002801","G4100510002801","G4100510002801","G4100510002801","G4100510002801","Oregon","41","410","Multnomah County","051","0510","002801","Tract   28.01","State: 41 County: 051 Tract: 28.01","Tract 28.01","Census Tract 28.01","Census Tract 28.01","Census Tract 28.01, Multnomah County, Oregon",3516,3037,3038,2870,2849,2727,202
"G4100510002802","G4100510002802","G4100510002802","G4100510002802","G4100510002802","G4100510002802","G4100510002802","Oregon","41","410","Multnomah County","051","0510","002802","Tract   28.02","State: 41 County: 051 Tract: 28.02","Tract 28.02","Census Tract 28.02","Census Tract 28.02","Census Tract 28.02, Multnomah County, Oregon",3440,2873,2988,2891,2928,2865,160
"G4100510002901","G4100510002901","G4100510002901","G4100510002901","G4100510002901","G4100510002901","G4100510002901","Oregon","41","410","Multnomah County","051","0510","002901","Tract   29.01","State: 41 County: 051 Tract: 29.01","Tract 29.01","Census Tract 29.01","Census Tract 29.01","Census Tract 29.01, Multnomah County, Oregon",4969,4511,4559,4463,4428,4277,270
"G4100510002902","G4100510002902","G4100510002902","G4100510002902","G4100510002902","G4100510002902","G4100510002902","Oregon","41","410","Multnomah County","051","0510","002902","Tract   29.02","State: 41 County: 051 Tract: 29.02","Tract 29.02","Census Tract 29.02","Census Tract 29.02","Census Tract 29.02, Multnomah County, Oregon",6021,5944,5503,5897,5325,5423,423
