NHGISCODE,GJOIN1970,GJOIN1980,GJOIN1990,GJOIN2000,GJOIN2010,GJOIN2012,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,TRACTA,NAME1970,NAME1980,NAME1990,NAME2000,NAME2010,NAME2012,AV0AA1970,AV0AA1980,AV0AA1990,AV0AA2000,AV0AA2010,AV0AA125,AV0AA125M
"G4100290000501",,,,,"G4100290000501","G4100290000501","Oregon","41","410","Jackson County","029","0290","000501",,,,,"Census Tract 5.01","Census Tract 5.01, Jackson County, Oregon",,,,,2872,2769,466
"G4100290000502",,,,,"G4100290000502","G4100290000502","Oregon","41","410","Jackson County","029","0290","000502",,,,,"Census Tract 5.02","Census Tract 5.02, Jackson County, Oregon",,,,,5264,5088,504
"G4100290000600",,"G41002900006","G41002900006",,,,"Oregon","41","410","Jackson County","029","0290","000600",,"State: 41 County: 029 Tract: 6","Tract 6",,,,,6892,8479,,,,
"G4100290000601",,,,"G4100290000601","G4100290000601","G4100290000601","Oregon","41","410","Jackson County","029","0290","000601",,,,"Census Tract 6.01","Census Tract 6.01","Census Tract 6.01, Jackson County, Oregon",,,,5959,6790,6857,491
"G4100290000602",,,,"G4100290000602","G4100290000602","G4100290000602","Oregon","41","410","Jackson County","029","0290","000602",,,,"Census Tract 6.02","Census Tract 6.02","Census Tract 6.02, Jackson County, Oregon",,,,4843,5596,5713,404
"G4100290000700",,"G41002900007","G41002900007","G4100290000700","G4100290000700","G4100290000700","Oregon","41","410","Jackson County","029","0290","000700",,"State: 41 County: 029 Tract: 7","Tract 7","Census Tract 7","Census Tract 7","Census Tract 7, Jackson County, Oregon",,4893,4945,7776,9399,9261,596
"G4100290000800",,"G41002900008","G41002900008","G4100290000800","G4100290000800","G4100290000800","Oregon","41","410","Jackson County","029","0290","000800",,"State: 41 County: 029 Tract: 8","Tract 8","Census Tract 8","Census Tract 8","Census Tract 8, Jackson County, Oregon",,3628,3956,4569,5647,5839,457
"G4100290000900",,"G41002900009","G41002900009","G4100290000900","G4100290000900","G4100290000900","Oregon","41","410","Jackson County","029","0290","000900",,"State: 41 County: 029 Tract: 9","Tract 9","Census Tract 9","Census Tract 9","Census Tract 9, Jackson County, Oregon",,3797,4239,5577,8171,8353,419
"G4100290001000",,"G41002900010","G41002900010","G4100290001000",,,"Oregon","41","410","Jackson County","029","0290","001000",,"State: 41 County: 029 Tract: 10","Tract 10","Census Tract 10",,,,6258,6363,9888,,,
"G4100290001001",,,,,"G4100290001001","G4100290001001","Oregon","41","410","Jackson County","029","0290","001001",,,,,"Census Tract 10.01","Census Tract 10.01, Jackson County, Oregon",,,,,6476,6600,442
"G4100290001002",,,,,"G4100290001002","G4100290001002","Oregon","41","410","Jackson County","029","0290","001002",,,,,"Census Tract 10.02","Census Tract 10.02, Jackson County, Oregon",,,,,4231,4151,356
"G4100290001100",,"G41002900011","G41002900011","G4100290001100","G4100290001100","G4100290001100","Oregon","41","410","Jackson County","029","0290","001100",,"State: 41 County: 029 Tract: 11","Tract 11","Census Tract 11","Census Tract 11","Census Tract 11, Jackson County, Oregon",,3177,3280,3829,5689,5306,423
"G4100290001200",,"G41002900012","G41002900012","G4100290001200","G4100290001200","G4100290001200","Oregon","41","410","Jackson County","029","0290","001200",,"State: 41 County: 029 Tract: 12","Tract 12","Census Tract 12","Census Tract 12","Census Tract 12, Jackson County, Oregon",,1063,1909,3136,3904,3724,387
"G4100290001300",,"G41002900013","G41002900013",,,,"Oregon","41","410","Jackson County","029","0290","001300",,"State: 41 County: 029 Tract: 13","Tract 13",,,,,8520,9648,,,,
"G4100290001301",,,,"G4100290001301","G4100290001301","G4100290001301","Oregon","41","410","Jackson County","029","0290","001301",,,,"Census Tract 13.01","Census Tract 13.01","Census Tract 13.01, Jackson County, Oregon",,,,4823,5060,4914,884
"G4100290001302",,,,"G4100290001302","G4100290001302","G4100290001302","Oregon","41","410","Jackson County","029","0290","001302",,,,"Census Tract 13.02","Census Tract 13.02","Census Tract 13.02, Jackson County, Oregon",,,,6582,8950,9065,821
"G4100290001400",,"G41002900014","G41002900014","G4100290001400","G4100290001400","G4100290001400","Oregon","41","410","Jackson County","029","0290","001400",,"State: 41 County: 029 Tract: 14","Tract 14","Census Tract 14","Census Tract 14","Census Tract 14, Jackson County, Oregon",,4707,5006,6808,10474,9974,482
"G4100290001500",,"G41002900015","G41002900015","G4100290001500","G4100290001500","G4100290001500","Oregon","41","410","Jackson County","029","0290","001500",,"State: 41 County: 029 Tract: 15","Tract 15","Census Tract 15","Census Tract 15","Census Tract 15, Jackson County, Oregon",,3618,3705,4179,4674,4910,398
"G4100290001600",,"G41002900016","G41002900016","G4100290001600",,,"Oregon","41","410","Jackson County","029","0290","001600",,"State: 41 County: 029 Tract: 16","Tract 16","Census Tract 16",,,,6963,7866,8619,,,
"G4100290001601",,,,,"G4100290001601","G4100290001601","Oregon","41","410","Jackson County","029","0290","001601",,,,,"Census Tract 16.01","Census Tract 16.01, Jackson County, Oregon",,,,,3639,3751,403
"G4100290001602",,,,,"G4100290001602","G4100290001602","Oregon","41","410","Jackson County","029","0290","001602",,,,,"Census Tract 16.02","Census Tract 16.02, Jackson County, Oregon",,,,,5998,6419,729
"G4100290001700",,"G41002900017","G41002900017","G4100290001700","G4100290001700","G4100290001700","Oregon","41","410","Jackson County","029","0290","001700",,"State: 41 County: 029 Tract: 17","Tract 17","Census Tract 17","Census Tract 17","Census Tract 17, Jackson County, Oregon",,3584,4613,6873,7322,7439,330
"G4100290001800",,"G41002900018","G41002900018","G4100290001800","G4100290001800","G4100290001800","Oregon","41","410","Jackson County","029","0290","001800",,"State: 41 County: 029 Tract: 18","Tract 18","Census Tract 18","Census Tract 18","Census Tract 18, Jackson County, Oregon",,4351,4852,6743,7817,7710,380
"G4100290001900",,"G41002900019","G41002900019","G4100290001900","G4100290001900","G4100290001900","Oregon","41","410","Jackson County","029","0290","001900",,"State: 41 County: 029 Tract: 19","Tract 19","Census Tract 19","Census Tract 19","Census Tract 19, Jackson County, Oregon",,2659,2740,3224,3038,2901,357
"G4100290002000",,"G41002900020","G41002900020","G4100290002000","G4100290002000","G4100290002000","Oregon","41","410","Jackson County","029","0290","002000",,"State: 41 County: 029 Tract: 20","Tract 20","Census Tract 20","Census Tract 20","Census Tract 20, Jackson County, Oregon",,2110,2059,2075,1976,2085,201
"G4100290002100",,"G41002900021","G41002900021","G4100290002100","G4100290002100","G4100290002100","Oregon","41","410","Jackson County","029","0290","002100",,"State: 41 County: 029 Tract: 21","Tract 21","Census Tract 21","Census Tract 21","Census Tract 21, Jackson County, Oregon",,2503,2924,3393,3424,3607,336
"G4100290002200",,"G41002900022","G41002900022","G4100290002200","G4100290002200","G4100290002200","Oregon","41","410","Jackson County","029","0290","002200",,"State: 41 County: 029 Tract: 22","Tract 22","Census Tract 22","Census Tract 22","Census Tract 22, Jackson County, Oregon",,4001,4375,4665,4481,4745,381
"G4100290002300",,"G41002900023","G41002900023","G4100290002300","G4100290002300","G4100290002300","Oregon","41","410","Jackson County","029","0290","002300",,"State: 41 County: 029 Tract: 23","Tract 23","Census Tract 23","Census Tract 23","Census Tract 23, Jackson County, Oregon",,1981,1484,1666,1712,1659,171
"G4100290002400",,"G41002900024","G41002900024","G4100290002400","G4100290002400","G4100290002400","Oregon","41","410","Jackson County","029","0290","002400",,"State: 41 County: 029 Tract: 24","Tract 24","Census Tract 24","Census Tract 24","Census Tract 24, Jackson County, Oregon",,1541,1599,1979,2112,2213,279
"G4100290002500",,"G41002900025","G41002900025","G4100290002500","G4100290002500","G4100290002500","Oregon","41","410","Jackson County","029","0290","002500",,"State: 41 County: 029 Tract: 25","Tract 25","Census Tract 25","Census Tract 25","Census Tract 25, Jackson County, Oregon",,1465,1946,2493,2547,2546,269
"G4100290002600",,"G41002900026","G41002900026","G4100290002600","G4100290002600","G4100290002600","Oregon","41","410","Jackson County","029","0290","002600",,"State: 41 County: 029 Tract: 26","Tract 26","Census Tract 26","Census Tract 26","Census Tract 26, Jackson County, Oregon",,2396,2345,2634,2769,2649,220
"G4100290002700",,"G41002900027","G41002900027","G4100290002700","G4100290002700","G4100290002700","Oregon","41","410","Jackson County","029","0290","002700",,"State: 41 County: 029 Tract: 27","Tract 27","Census Tract 27","Census Tract 27","Census Tract 27, Jackson County, Oregon",,4261,4851,6382,6921,6503,554
"G4100290002800",,"G41002900028","G41002900028","G4100290002800","G4100290002800","G4100290002800","Oregon","41","410","Jackson County","029","0290","002800",,"State: 41 County: 029 Tract: 28","Tract 28","Census Tract 28","Census Tract 28","Census Tract 28, Jackson County, Oregon",,3799,3884,4605,4686,4338,338
"G4100290002900",,"G41002900029","G41002900029","G4100290002900","G4100290002900","G4100290002900","Oregon","41","410","Jackson County","029","0290","002900",,"State: 41 County: 029 Tract: 29","Tract 29","Census Tract 29","Census Tract 29","Census Tract 29, Jackson County, Oregon",,5701,6109,7078,7258,7815,475
"G4100290003000",,"G41002900030","G41002900030",,,,"Oregon","41","410","Jackson County","029","0290","003000",,"State: 41 County: 029 Tract: 30","Tract 30",,,,,8131,8562,,,,
"G4100290003001",,,,"G4100290003001","G4100290003001","G4100290003001","Oregon","41","410","Jackson County","029","0290","003001",,,,"Census Tract 30.01","Census Tract 30.01","Census Tract 30.01, Jackson County, Oregon",,,,3961,3822,3815,304
"G4100290003002",,,,"G4100290003002","G4100290003002","G4100290003002","Oregon","41","410","Jackson County","029","0290","003002",,,,"Census Tract 30.02","Census Tract 30.02","Census Tract 30.02, Jackson County, Oregon",,,,4785,4979,5629,563
"G4100290003198",,,"G4100290003198",,,,"Oregon","41","410","Jackson County","029","0290","003198",,,"Tract 31.98",,,,,,0,,,,
"G4100310940000",,,,,"G4100310940000","G4100310940000","Oregon","41","410","Jefferson County","031","0310","940000",,,,,"Census Tract 9400","Census Tract 9400, Jefferson County, Oregon",,,,,3133,3141,244
"G4100310960100",,,"G41003109601","G4100310960100","G4100310960100","G4100310960100","Oregon","41","410","Jefferson County","031","0310","960100",,,"BNA 9601","Census Tract 9601","Census Tract 9601","Census Tract 9601, Jefferson County, Oregon",,,1237,1400,2187,2250,346
"G4100310960200",,,"G41003109602","G4100310960200",,,"Oregon","41","410","Jefferson County","031","0310","960200",,,"BNA 9602","Census Tract 9602",,,,,6218,8093,,,
"G4100310960201",,,,,"G4100310960201","G4100310960201","Oregon","41","410","Jefferson County","031","0310","960201",,,,,"Census Tract 9602.01","Census Tract 9602.01, Jefferson County, Oregon",,,,,3412,3975,524
"G4100310960202",,,,,"G4100310960202","G4100310960202","Oregon","41","410","Jefferson County","031","0310","960202",,,,,"Census Tract 9602.02","Census Tract 9602.02, Jefferson County, Oregon",,,,,5305,4891,442
"G4100310960300",,,"G41003109603","G4100310960300",,,"Oregon","41","410","Jefferson County","031","0310","960300",,,"BNA 9603","Census Tract 9603",,,,,3821,6889,,,
"G4100310960301",,,,,"G4100310960301","G4100310960301","Oregon","41","410","Jefferson County","031","0310","960301",,,,,"Census Tract 9603.01","Census Tract 9603.01, Jefferson County, Oregon",,,,,3530,3134,287
"G4100310960302",,,,,"G4100310960302","G4100310960302","Oregon","41","410","Jefferson County","031","0310","960302",,,,,"Census Tract 9603.02","Census Tract 9603.02, Jefferson County, Oregon",,,,,4153,4355,358
"G4100310960400",,,"G41003109604","G4100310960400",,,"Oregon","41","410","Jefferson County","031","0310","960400",,,"BNA 9604","Census Tract 9604",,,,,2400,2627,,,
"G4100330360100",,,"G41003303601","G4100330360100","G4100330360100","G4100330360100","Oregon","41","410","Josephine County","033","0330","360100",,,"Tract 3601","Census Tract 3601","Census Tract 3601","Census Tract 3601, Josephine County, Oregon",,,1422,1936,2038,2682,449
"G4100330360300",,,"G41003303603","G4100330360300","G4100330360300","G4100330360300","Oregon","41","410","Josephine County","033","0330","360300",,,"Tract 3603","Census Tract 3603","Census Tract 3603","Census Tract 3603, Josephine County, Oregon",,,4430,4907,5438,5651,401
"G4100330360400",,,"G41003303604","G4100330360400","G4100330360400","G4100330360400","Oregon","41","410","Josephine County","033","0330","360400",,,"Tract 3604","Census Tract 3604","Census Tract 3604","Census Tract 3604, Josephine County, Oregon",,,3243,4009,4177,3742,276
"G4100330360500",,,"G41003303605","G4100330360500","G4100330360500","G4100330360500","Oregon","41","410","Josephine County","033","0330","360500",,,"Tract 3605","Census Tract 3605","Census Tract 3605","Census Tract 3605, Josephine County, Oregon",,,4597,5201,5565,5709,528
"G4100330360600",,,"G41003303606","G4100330360600","G4100330360600","G4100330360600","Oregon","41","410","Josephine County","033","0330","360600",,,"Tract 3606","Census Tract 3606","Census Tract 3606","Census Tract 3606, Josephine County, Oregon",,,5098,6150,6493,6965,510
"G4100330360700",,,"G41003303607",,,,"Oregon","41","410","Josephine County","033","0330","360700",,,"Tract 3607",,,,,,8100,,,,
"G4100330360701",,,,"G4100330360701","G4100330360701","G4100330360701","Oregon","41","410","Josephine County","033","0330","360701",,,,"Census Tract 3607.01","Census Tract 3607.01","Census Tract 3607.01, Josephine County, Oregon",,,,4118,4248,4492,393
"G4100330360702",,,,"G4100330360702","G4100330360702","G4100330360702","Oregon","41","410","Josephine County","033","0330","360702",,,,"Census Tract 3607.02","Census Tract 3607.02","Census Tract 3607.02, Josephine County, Oregon",,,,5282,5741,5522,451
"G4100330360800",,,"G41003303608","G4100330360800","G4100330360800","G4100330360800","Oregon","41","410","Josephine County","033","0330","360800",,,"Tract 3608","Census Tract 3608","Census Tract 3608","Census Tract 3608, Josephine County, Oregon",,,4104,4929,5080,5064,512
"G4100330360900",,,"G41003303609","G4100330360900","G4100330360900","G4100330360900","Oregon","41","410","Josephine County","033","0330","360900",,,"Tract 3609","Census Tract 3609","Census Tract 3609","Census Tract 3609, Josephine County, Oregon",,,2744,2449,2544,2758,340
"G4100330361000",,,"G41003303610","G4100330361000","G4100330361000","G4100330361000","Oregon","41","410","Josephine County","033","0330","361000",,,"Tract 3610","Census Tract 3610","Census Tract 3610","Census Tract 3610, Josephine County, Oregon",,,4300,4670,4798,4432,287
"G4100330361100",,,"G41003303611","G4100330361100","G4100330361100","G4100330361100","Oregon","41","410","Josephine County","033","0330","361100",,,"Tract 3611","Census Tract 3611","Census Tract 3611","Census Tract 3611, Josephine County, Oregon",,,3714,6101,8956,8629,687
"G4100330361200",,,"G41003303612","G4100330361200","G4100330361200","G4100330361200","Oregon","41","410","Josephine County","033","0330","361200",,,"Tract 3612","Census Tract 3612","Census Tract 3612","Census Tract 3612, Josephine County, Oregon",,,4902,6132,6980,6863,604
"G4100330361300",,,"G41003303613","G4100330361300","G4100330361300","G4100330361300","Oregon","41","410","Josephine County","033","0330","361300",,,"Tract 3613","Census Tract 3613","Census Tract 3613","Census Tract 3613, Josephine County, Oregon",,,5694,6523,7088,7200,565
"G4100330361400",,,"G41003303614","G4100330361400","G4100330361400","G4100330361400","Oregon","41","410","Josephine County","033","0330","361400",,,"Tract 3614","Census Tract 3614","Census Tract 3614","Census Tract 3614, Josephine County, Oregon",,,2713,2829,2648,2688,293
"G4100330361500",,,,"G4100330361500","G4100330361500","G4100330361500","Oregon","41","410","Josephine County","033","0330","361500",,,,"Census Tract 3615","Census Tract 3615","Census Tract 3615, Josephine County, Oregon",,,,2685,2571,2888,410
"G4100330361598",,,"G4100330361598",,,,"Oregon","41","410","Josephine County","033","0330","361598",,,"Tract 3615.98",,,,,,1371,,,,
"G4100330361600",,,"G41003303616","G4100330361600","G4100330361600","G4100330361600","Oregon","41","410","Josephine County","033","0330","361600",,,"Tract 3616","Census Tract 3616","Census Tract 3616","Census Tract 3616, Josephine County, Oregon",,,6217,7805,8348,7351,545
"G4100330990100",,"G41003309901",,,,,"Oregon","41","410","Josephine County","033","0330","990100",,"State: 41 County: 033 Tract: 9901",,,,,,4445,,,,,
"G4100330990200",,"G41003309902",,,,,"Oregon","41","410","Josephine County","033","0330","990200",,"State: 41 County: 033 Tract: 9902",,,,,,4380,,,,,
"G4100330990300",,"G41003309903",,,,,"Oregon","41","410","Josephine County","033","0330","990300",,"State: 41 County: 033 Tract: 9903",,,,,,6207,,,,,
"G4100350970100",,,"G41003509701","G4100350970100","G4100350970100","G4100350970100","Oregon","41","410","Klamath County","035","0350","970100",,,"BNA 9701","Census Tract 9701","Census Tract 9701","Census Tract 9701, Klamath County, Oregon",,,2384,2814,3038,3250,480
"G4100350970200",,,"G41003509702","G4100350970200","G4100350970200","G4100350970200","Oregon","41","410","Klamath County","035","0350","970200",,,"BNA 9702","Census Tract 9702","Census Tract 9702","Census Tract 9702, Klamath County, Oregon",,,3784,4302,4723,4376,447
"G4100350970300",,,"G41003509703","G4100350970300","G4100350970300","G4100350970300","Oregon","41","410","Klamath County","035","0350","970300",,,"BNA 9703","Census Tract 9703","Census Tract 9703","Census Tract 9703, Klamath County, Oregon",,,2550,3286,3100,3201,432
"G4100350970400",,,"G41003509704","G4100350970400","G4100350970400","G4100350970400","Oregon","41","410","Klamath County","035","0350","970400",,,"BNA 9704","Census Tract 9704","Census Tract 9704","Census Tract 9704, Klamath County, Oregon",,,1170,1412,1418,1472,186
"G4100350970500",,,"G41003509705","G4100350970500","G4100350970500","G4100350970500","Oregon","41","410","Klamath County","035","0350","970500",,,"BNA 9705","Census Tract 9705","Census Tract 9705","Census Tract 9705, Klamath County, Oregon",,,1504,1511,1608,1519,236
"G4100350970600",,,"G41003509706","G4100350970600","G4100350970600","G4100350970600","Oregon","41","410","Klamath County","035","0350","970600",,,"BNA 9706","Census Tract 9706","Census Tract 9706","Census Tract 9706, Klamath County, Oregon",,,1456,1330,1608,1388,227
"G4100350970700",,,"G41003509707","G4100350970700","G4100350970700","G4100350970700","Oregon","41","410","Klamath County","035","0350","970700",,,"BNA 9707","Census Tract 9707","Census Tract 9707","Census Tract 9707, Klamath County, Oregon",,,2016,2153,2174,2249,260
"G4100350970800",,,"G41003509708","G4100350970800","G4100350970800","G4100350970800","Oregon","41","410","Klamath County","035","0350","970800",,,"BNA 9708","Census Tract 9708","Census Tract 9708","Census Tract 9708, Klamath County, Oregon",,,1661,2091,2316,2493,250
"G4100350970900",,,"G41003509709","G4100350970900","G4100350970900","G4100350970900","Oregon","41","410","Klamath County","035","0350","970900",,,"BNA 9709","Census Tract 9709","Census Tract 9709","Census Tract 9709, Klamath County, Oregon",,,3386,3743,4505,4405,402
"G4100350971000",,,"G41003509710","G4100350971000","G4100350971000","G4100350971000","Oregon","41","410","Klamath County","035","0350","971000",,,"BNA 9710","Census Tract 9710","Census Tract 9710","Census Tract 9710, Klamath County, Oregon",,,2088,2524,2484,2467,221
"G4100350971100",,,"G41003509711","G4100350971100","G4100350971100","G4100350971100","Oregon","41","410","Klamath County","035","0350","971100",,,"BNA 9711","Census Tract 9711","Census Tract 9711","Census Tract 9711, Klamath County, Oregon",,,4308,4995,5396,5293,432
"G4100350971200",,,"G41003509712","G4100350971200","G4100350971200","G4100350971200","Oregon","41","410","Klamath County","035","0350","971200",,,"BNA 9712","Census Tract 9712","Census Tract 9712","Census Tract 9712, Klamath County, Oregon",,,2640,2614,2507,2644,370
"G4100350971300",,,"G41003509713","G4100350971300","G4100350971300","G4100350971300","Oregon","41","410","Klamath County","035","0350","971300",,,"BNA 9713","Census Tract 9713","Census Tract 9713","Census Tract 9713, Klamath County, Oregon",,,4582,5072,5495,5711,439
"G4100350971400",,,"G41003509714","G4100350971400","G4100350971400","G4100350971400","Oregon","41","410","Klamath County","035","0350","971400",,,"BNA 9714","Census Tract 9714","Census Tract 9714","Census Tract 9714, Klamath County, Oregon",,,4538,5032,5265,5124,288
"G4100350971500",,,"G41003509715","G4100350971500","G4100350971500","G4100350971500","Oregon","41","410","Klamath County","035","0350","971500",,,"BNA 9715","Census Tract 9715","Census Tract 9715","Census Tract 9715, Klamath County, Oregon",,,4082,4326,4166,4306,259
"G4100350971600",,,"G41003509716","G4100350971600","G4100350971600","G4100350971600","Oregon","41","410","Klamath County","035","0350","971600",,,"BNA 9716","Census Tract 9716","Census Tract 9716","Census Tract 9716, Klamath County, Oregon",,,2912,3275,3327,3050,322
"G4100350971700",,,"G41003509717","G4100350971700","G4100350971700","G4100350971700","Oregon","41","410","Klamath County","035","0350","971700",,,"BNA 9717","Census Tract 9717","Census Tract 9717","Census Tract 9717, Klamath County, Oregon",,,2886,2958,2904,2865,288
"G4100350971800",,,"G41003509718","G4100350971800","G4100350971800","G4100350971800","Oregon","41","410","Klamath County","035","0350","971800",,,"BNA 9718","Census Tract 9718","Census Tract 9718","Census Tract 9718, Klamath County, Oregon",,,2511,2560,2339,2468,297
"G4100350971900",,,"G41003509719","G4100350971900","G4100350971900","G4100350971900","Oregon","41","410","Klamath County","035","0350","971900",,,"BNA 9719","Census Tract 9719","Census Tract 9719","Census Tract 9719, Klamath County, Oregon",,,3483,3609,3475,3052,299
"G4100350972000",,,"G41003509720","G4100350972000","G4100350972000","G4100350972000","Oregon","41","410","Klamath County","035","0350","972000",,,"BNA 9720","Census Tract 9720","Census Tract 9720","Census Tract 9720, Klamath County, Oregon",,,3761,4168,4532,5017,416
"G4100350990100",,"G41003509901",,,,,"Oregon","41","410","Klamath County","035","0350","990100",,"State: 41 County: 035 Tract: 9901",,,,,,5842,,,,,
"G4100350990200",,"G41003509902",,,,,"Oregon","41","410","Klamath County","035","0350","990200",,"State: 41 County: 035 Tract: 9902",,,,,,4705,,,,,
"G4100350990300",,"G41003509903",,,,,"Oregon","41","410","Klamath County","035","0350","990300",,"State: 41 County: 035 Tract: 9903",,,,,,1387,,,,,
"G4100350990400",,"G41003509904",,,,,"Oregon","41","410","Klamath County","035","0350","990400",,"State: 41 County: 035 Tract: 9904",,,,,,4727,,,,,
"G4100350999999",,"G4100350999999",,,,,"Oregon","41","410","Klamath County","035","0350","999999",,"State: 41 County: 035 Tract: 9999.99",,,,,,8140,,,,,
"G4100370960100",,,"G41003709601","G4100370960100","G4100370960100","G4100370960100","Oregon","41","410","Lake County","037","0370","960100",,,"BNA 9601","Census Tract 9601","Census Tract 9601","Census Tract 9601, Lake County, Oregon",,,2098,2358,2756,2575,236
"G4100370960200",,,"G41003709602","G4100370960200","G4100370960200","G4100370960200","Oregon","41","410","Lake County","037","0370","960200",,,"BNA 9602","Census Tract 9602","Census Tract 9602","Census Tract 9602, Lake County, Oregon",,,5088,5064,5139,5311,236
"G4100390000100","G41003900001","G41003900001","G41003900001","G4100390000100","G4100390000100","G4100390000100","Oregon","41","410","Lane County","039","0390","000100","Tract    1","State: 41 County: 039 Tract: 1","Tract 1","Census Tract 1","Census Tract 1","Census Tract 1, Lane County, Oregon",3930,5381,4929,5189,5187,4372,441
"G4100390000200","G41003900002","G41003900002","G41003900002","G4100390000200","G4100390000200","G4100390000200","Oregon","41","410","Lane County","039","0390","000200","Tract    2","State: 41 County: 039 Tract: 2","Tract 2","Census Tract 2","Census Tract 2","Census Tract 2, Lane County, Oregon",2959,4169,4583,4660,4880,5254,329
"G4100390000300","G41003900003","G41003900003","G41003900003","G4100390000300","G4100390000300","G4100390000300","Oregon","41","410","Lane County","039","0390","000300","Tract    3","State: 41 County: 039 Tract: 3","Tract 3","Census Tract 3","Census Tract 3","Census Tract 3, Lane County, Oregon",1662,1856,2051,2249,2341,2178,146
"G4100390000400","G41003900004",,,,,,"Oregon","41","410","Lane County","039","0390","000400","Tract    4",,,,,,7768,,,,,,
"G4100390000401",,"G4100390000401","G4100390000401",,,,"Oregon","41","410","Lane County","039","0390","000401",,"State: 41 County: 039 Tract: 4.01","Tract 4.01",,,,,6986,7168,,,,
"G4100390000402",,"G4100390000402","G4100390000402","G4100390000402","G4100390000402","G4100390000402","Oregon","41","410","Lane County","039","0390","000402",,"State: 41 County: 039 Tract: 4.02","Tract 4.02","Census Tract 4.02","Census Tract 4.02","Census Tract 4.02, Lane County, Oregon",,3023,3172,3292,3279,3608,233
"G4100390000403",,,,"G4100390000403","G4100390000403","G4100390000403","Oregon","41","410","Lane County","039","0390","000403",,,,"Census Tract 4.03","Census Tract 4.03","Census Tract 4.03, Lane County, Oregon",,,,4634,4943,5152,363
"G4100390000404",,,,"G4100390000404","G4100390000404","G4100390000404","Oregon","41","410","Lane County","039","0390","000404",,,,"Census Tract 4.04","Census Tract 4.04","Census Tract 4.04, Lane County, Oregon",,,,3826,3587,3247,362
"G4100390000500","G41003900005","G41003900005",,"G4100390000500","G4100390000500","G4100390000500","Oregon","41","410","Lane County","039","0390","000500","Tract    5","State: 41 County: 039 Tract: 5",,"Census Tract 5","Census Tract 5","Census Tract 5, Lane County, Oregon",691,3039,,2355,2147,1975,171
"G4100390000598",,,"G4100390000598",,,,"Oregon","41","410","Lane County","039","0390","000598",,,"Tract 5.98",,,,,,2461,,,,
"G4100390000600","G41003900006",,,,,,"Oregon","41","410","Lane County","039","0390","000600","Tract    6",,,,,,2146,,,,,,
"G4100390000700","G41003900007",,,,,,"Oregon","41","410","Lane County","039","0390","000700","Tract    7",,,,,,6064,,,,,,
"G4100390000701",,"G4100390000701",,,,,"Oregon","41","410","Lane County","039","0390","000701",,"State: 41 County: 039 Tract: 7.01",,,,,,7099,,,,,
"G4100390000702",,"G4100390000702",,"G4100390000702","G4100390000702","G4100390000702","Oregon","41","410","Lane County","039","0390","000702",,"State: 41 County: 039 Tract: 7.02",,"Census Tract 7.02","Census Tract 7.02","Census Tract 7.02, Lane County, Oregon",,2366,,2395,2522,2752,220
"G4100390000703",,,"G4100390000703","G4100390000703",,,"Oregon","41","410","Lane County","039","0390","000703",,,"Tract 7.03","Census Tract 7.03",,,,,4184,5543,,,
"G4100390000704",,,"G4100390000704","G4100390000704",,,"Oregon","41","410","Lane County","039","0390","000704",,,"Tract 7.04","Census Tract 7.04",,,,,4047,5362,,,
"G4100390000705",,,,,"G4100390000705","G4100390000705","Oregon","41","410","Lane County","039","0390","000705",,,,,"Census Tract 7.05","Census Tract 7.05, Lane County, Oregon",,,,,3589,3396,344
"G4100390000706",,,,,"G4100390000706","G4100390000706","Oregon","41","410","Lane County","039","0390","000706",,,,,"Census Tract 7.06","Census Tract 7.06, Lane County, Oregon",,,,,2519,2718,374
"G4100390000707",,,,,"G4100390000707","G4100390000707","Oregon","41","410","Lane County","039","0390","000707",,,,,"Census Tract 7.07","Census Tract 7.07, Lane County, Oregon",,,,,3987,4081,391
"G4100390000708",,,,,"G4100390000708","G4100390000708","Oregon","41","410","Lane County","039","0390","000708",,,,,"Census Tract 7.08","Census Tract 7.08, Lane County, Oregon",,,,,2238,2374,375
"G4100390000798",,,"G4100390000798",,,,"Oregon","41","410","Lane County","039","0390","000798",,,"Tract 7.98",,,,,,2400,,,,
"G4100390000800","G41003900008","G41003900008",,"G4100390000800","G4100390000800","G4100390000800","Oregon","41","410","Lane County","039","0390","000800","Tract    8","State: 41 County: 039 Tract: 8",,"Census Tract 8","Census Tract 8","Census Tract 8, Lane County, Oregon",1078,1495,,1678,1613,1563,150
"G4100390000898",,,"G4100390000898",,,,"Oregon","41","410","Lane County","039","0390","000898",,,"Tract 8.98",,,,,,1449,,,,
"G4100390000900","G41003900009",,,,,,"Oregon","41","410","Lane County","039","0390","000900","Tract    9",,,,,,6938,,,,,,
"G4100390000901",,"G4100390000901","G4100390000901",,,,"Oregon","41","410","Lane County","039","0390","000901",,"State: 41 County: 039 Tract: 9.01","Tract 9.01",,,,,5558,5754,,,,
"G4100390000902",,"G4100390000902","G4100390000902","G4100390000902","G4100390000902","G4100390000902","Oregon","41","410","Lane County","039","0390","000902",,"State: 41 County: 039 Tract: 9.02","Tract 9.02","Census Tract 9.02","Census Tract 9.02","Census Tract 9.02, Lane County, Oregon",,4802,4719,4542,4552,4446,346
